Judul,Harga,Lokasi,Kota,Provinsi,Tipe Properti,Kamar Tidur,Kamar Mandi,Luas Total,Lantai,Tahun Dibangun,Sertifikat,Nama Agen,Tanggal Posting,Link
DI JUAL / DI SEWAKAN APARTEMENT SEMI FURNISHED,Rp 33Jt/tahun,"RW 07, Kalijudan, Mulyorejo, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,1 kamar tidur,1 kamar mandi,51 m²,12,,SHM,Five Stars Property,12 Mei 2026,https://www.lamudi.co.id/properti/41032-73-e80e0cd970aa-cb99-19e1a64-a8c0-7687
"For Sale 950mio, 1 Bedroom, Taman Anggrek Residences, Middle Floor, Near Taman Anggrek Mall",Rp 950Jt,"RW 06, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,1 kamar tidur,1 kamar mandi,38 m²,,,SHM,Global Property,31 Mar 2026,https://www.lamudi.co.id/properti/41032-73-83c29d381afc-eb5e-19d41d3-b65e-7590
"For Sale 2.5bio, Semi Furnished 2 Bedroom, Middle Floor, Best View, Taman Anggrek Residences","Rp 2,50M","RW 01, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,1 kamar mandi,99 m²,,,SHM,Global Property,31 Mar 2026,https://www.lamudi.co.id/properti/41032-73-4d25259e318a-9fff-19d41ec-9d09-73b3
"Dijual 3milyar Fully Furnished, 3 Bedroom Luas 146m2, Taman Anggrek Condominium",Rp 3M,"RW 01, Tanjung Duren Utara, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,3 Kamar Tidur,2 Kamar Mandi,146 m²,,,SHM,Global Property,31 Mar 2026,https://www.lamudi.co.id/properti/41032-73-eecef997e03-7bf9-19d4226-9a4a-7366
Dijual Apartemen M Town 1BR Termurah,Rp 325Jt,"Gading Serpong, Pakulonan Barat, Kelapa Dua, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1 kamar tidur,1 kamar mandi,25 m²,9,,Strata,Heny - Era Fiesta Gading Serpong,12 Mei 2026,https://www.lamudi.co.id/properti/41032-73-6d58f63478dd-1242-19e1ad7-8974-742c
Apartemen brooklyn alam sutera,Rp 850Jt,"Cadasmampar, Serpong, Serpong, Tangerang Selatan, Banten",Tangerang Selatan,Banten,Apartemen,1 kamar tidur,1 kamar mandi,34 m²,1,,,MR Realty,19 Jul 2025,https://www.lamudi.co.id/jual/banten/tangerang-selatan/apartemen-brooklyn-alam-sutera-175288736919/
Di Jual Cepat [ BU ] Apartemen Skandinavia Tangerang Kota.,Rp 900Jt,"Malabar, Kab Serang, Banten",Kab Serang,Banten,Apartemen,1 kamar tidur,1 kamar mandi,45 m²,21,,,Lydia-Gunadi,27 Mei 2024,https://www.lamudi.co.id/jual/banten/serang/di-jual-cepat-bu-apartemen-skandinavia-tangerang-k-171680338957/
Dijual Apartemen Silkwood Full Furnish di Alam Sutera,Rp 900Jt,"Alam Sutera, Pinang, Tangerang, Banten",Tangerang,Banten,Apartemen,2 Kamar Tidur,1 kamar mandi,64 m²,,,Strata,Heny - Era Fiesta Gading Serpong,2 Jun 2026,https://www.lamudi.co.id/properti/41032-73-a5a9dee09327-5f28-19e876f-88fa-7d04
Apartemen The Grove Rasuna Kuningan 2Br Private Lift Connect Mall Epiwalk,"Rp 2,40M","RW 05, Karet Kuningan, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,2 Kamar Mandi,105 m²,12,,PPJB,Nine Property,2 Apr 2026,https://www.lamudi.co.id/properti/41032-73-67e81c642244-a80e-19d4dd1-b1ff-71be
The pinnacle of luxury living at Wang Residence,"Rp 5,50M","RW 11, Kedoya Utara, Kebon Jeruk, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Kondominium,3 Kamar Tidur,3 Kamar Mandi,170 m²,7,,,Rudy LJH Realty Gading Serpong,25 Jun 2025,https://www.lamudi.co.id/jual/jakarta/jakarta-barat/the-pinnacle-of-luxury-living-at-wang-residence-175082687772/
For Sale Apartment Anandamaya Residence 3 BR 217 Sqm,Rp 16M,"RW 07, Karet Tengsin, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,3 Kamar Tidur,3 Kamar Mandi,217 m²,,,,gabriel firmansyah,22 Feb 2026,https://www.lamudi.co.id/properti/41032-73-d67e9ee7b31d-2b04-19bf8f4-9fe1-785d
Apartemen Branz BSD City – Tangerang 2Badroom Corner Fully Furnished Lokasi Premium,Rp 150Jt/tahun,"BSD Grand CBD, BSD City, Pagedangan, Pagedangan, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,2 Kamar Tidur,1 kamar mandi,64 m²,15,,,Tuvi Truvitas,5 Mar 2026,https://www.lamudi.co.id/properti/41032-73-dd5526d76554-21cd-19cbc51-a441-7753
Apartemen Premium di Branz BSD City – Tangerang 3 Bedroom Fully Furnished High Floor Lokasi Super Strategis,Rp 220Jt/tahun,"BSD Grand CBD, BSD City, Pagedangan, Pagedangan, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,3 Kamar Tidur,1 kamar mandi,83 m²,25,,,Tuvi Truvitas,4 Mar 2026,https://www.lamudi.co.id/properti/41032-73-b83b782a0776-ac3e-19cb761-866e-7121
"JUAL CEPAT UNIT APARTEMEN FOUR SEASONS, KUNINGAN, JAKARTA SELATAN (NEGO)",Rp 11M,"RW 03, Setiabudi, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,3 Kamar Tidur,3 Kamar Mandi,198 m²,22,,SHM,Kyu Properti,9 Jun 2026,https://www.lamudi.co.id/properti/41032-73-5360dde96351-69cc-19eac48-8ee1-709d
APARTEMEN TOWER CAPILANO - THE MANSION KEMAYORAN,"Rp 1,07M","RW 04, Cempaka Baru, Kemayoran, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,1 kamar mandi,76 m²,1,,,Rudy LJH Realty Gading Serpong,26 Agu 2025,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/apartemen-tower-capilano-the-mansion-kemayoran-175620302520/
Dijual Apartemen Siap Huni Di Bona Vista Lebak Bulus LT 15 Tower 2,"Rp 1,85M","RW 06, Lebak Bulus, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,3 Kamar Tidur,3 Kamar Mandi,120 m²,17,,,Karan,8 Mar 2025,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-apartemen-siap-huni-di-bona-vista-lebak-bul-174142910368/
Apartemen Pavilion Sudirman 3 Bedroom Semi Furnished Pet Friendly,"Rp 3,60M","RW 11, Karet Tengsin, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,3 Kamar Tidur,2 Kamar Mandi,134 m²,15,,SHM,Oris Serena Property,2 Jun 2026,https://www.lamudi.co.id/properti/41032-73-73a319ef3635-ebc4-19e892d-9199-7b64
For Sale Apartment Anandamaya Residence 3 BR 268 Sqm,Rp 23M,"RW 07, Karet Tengsin, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,3 Kamar Tidur,3 Kamar Mandi,268 m²,,,,gabriel firmansyah,22 Feb 2026,https://www.lamudi.co.id/properti/41032-73-9b6309de8d6-e264-19bf914-a1fb-79a8
"APT BENSON, connecr lgs ke pakuwon mall. SBY barat",Rp 690Jt,"Pakuwon Indah, Kawasan Superblock Pakuwon, Babatan, Wiyung, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,1 kamar tidur,1 kamar mandi,27 m²,7,,,Lilisan,8 Jun 2026,https://www.lamudi.co.id/properti/41032-73-9c1f569a998f-b44c-19ea796-8351-72f4
For Sale Apartment Anandamaya Residence 3 BR 217 Sqm,Rp 16M,"RW 07, Karet Tengsin, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,3 Kamar Tidur,3 Kamar Mandi,217 m²,,,,gabriel firmansyah,22 Feb 2026,https://www.lamudi.co.id/properti/41032-73-ba99b921a33-7e81-19bf8ff-bc6f-7061
Dijual Apartement Siap Huni di Citraland CBD Surabaya,"Rp 1,27M","RW 02, Pradahkali Kendal, Dukuh Pakis, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,1 kamar tidur,1 kamar mandi,50 m²,,,SHM,Sieto Property,23 Mei 2026,https://www.lamudi.co.id/properti/41032-73-b401c4b7f590-c970-19e5438-9a52-7794
Jual Apartemen Lokasi Strategis Dan Bebas Banjir Di Pengasinan,Rp 500Jt,"Bekasi, Kab Bekasi, Jawa Barat",Kab Bekasi,Jawa Barat,Apartemen,2 Kamar Tidur,1 kamar mandi,48 m²,9,,,Diana - Era Matrix,13 Des 2025,https://www.lamudi.co.id/properti/41032-73-34a480a0254d-6975-19b1714-bdc9-7437
Dijual Murah Apartemen graha cempaka mas Jakarta pusat,Rp 900Jt,"RW 07, Cempaka Putih Timur, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,3 Kamar Tidur,3 Kamar Mandi,94 m²,26,,,Karan,1 Des 2025,https://www.lamudi.co.id/properti/41032-73-a1d35052d181-d34d-19ad9b3-b72e-776a
"Disewa/Dijual Apartmen Balehinggil, Surabaya",Rp 175Jt,"RW 02, Semolowaru, Sukolilo, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,1 kamar tidur,1 kamar mandi,21 m²,9,2017,HGB,Sieto Property,23 Mei 2026,https://www.lamudi.co.id/properti/41032-73-f6a95ba004e1-fd30-19e540c-924f-803b
"For Sale 1.6M, 1 Bedroom Fully Furnished, High Floor, Taman Anggrek Residences","Rp 1,60M","RW 06, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,1 kamar tidur,1 kamar mandi,50 m²,,,SHM,Global Property,3 Apr 2026,https://www.lamudi.co.id/properti/41032-73-6a5a24334f9c-1968-19d51fd-8a22-713f
"Dijual 1.6M, Fully Furnished 2 Bedroom 88m2, Middle Floor, Taman Anggrek Condominium","Rp 1,60M","RW 02, Tanjung Duren Utara, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,1 kamar mandi,88 m²,,,SHM,Global Property,3 Apr 2026,https://www.lamudi.co.id/properti/41032-73-9b866d8615c7-3c40-19d5233-8fcc-7753
"Combined Unit Fully Furnished, 3 Bedroom, Garden View. Taman Anggrek Condominium","Rp 3,80M","RW 02, Tanjung Duren Utara, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,3 Kamar Tidur,2 Kamar Mandi,176 m²,,,SHM,Global Property,4 Apr 2026,https://www.lamudi.co.id/properti/41032-73-14002cc3b566-5df5-19d573a-9653-7785
"Dijual 2.3M, Semi Furnished 3 Bedrooms, Middle Floor, Taman Anggrek Condominium","Rp 2,30M","RW 02, Tanjung Duren Utara, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,3 Kamar Tidur,2 Kamar Mandi,146 m²,,,SHM,Global Property,4 Apr 2026,https://www.lamudi.co.id/properti/41032-73-fa9f170a0a61-df11-19d5719-99f6-7341
Apartemen Branz BSD City Tangerang 2 Bedroom Fully Furnished Siap Huni Disewakan,"Rp 2,10M","BSD Grand CBD, BSD City, Pagedangan, Pagedangan, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,2 Kamar Tidur,1 kamar mandi,64 m²,33,,,Tuvi Truvitas,4 Mar 2026,https://www.lamudi.co.id/properti/41032-73-7e02a7165368-6c61-19cb78d-8f6a-71b1
"JUAL RUMAH MEWAH JL.DIPONEGORO, MENTENG, JAKARTA PUSAT",Rp 250M,"RW 07, Menteng, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,5 Kamar Tidur,5 Kamar Mandi,1.200 m²,2,,SHM,Kyu Properti,9 Jun 2026,https://www.lamudi.co.id/properti/41032-73-ed5ea2df2b90-b252-19eaadd-a757-7475
"Tinggal Bawa Koper! Unit Full Furnished Desain Minimalis di Cleon Park, Yuk Miliki Tempat Tinggal Lokasi Strategis Dan Bebas Banjir","Rp 1,30M","Jakarta Garden City, Cakung Timur, Cakung, Jakarta Timur, Daerah Khusus Ibukota Jakarta",Jakarta Timur,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,1 kamar mandi,49 m²,11,,,Diana - Era Matrix,31 Jan 2026,https://www.lamudi.co.id/properti/41032-73-44a545f251fa-840-19c127b-b011-76d8
Luxury Brand New Penthouse At The Regent Jakarta - 536 Sqm,Rp 39M,"RW 04, Karet Semanggi, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,4 Kamar Tidur,4 Kamar Mandi,536 m²,25,,,Nine Property,22 Jan 2026,https://www.lamudi.co.id/properti/41032-73-d50266aab607-395b-19be594-9a26-7372
DIJUAL APARTEMEN AVENUE 88 SURABAYA,"Rp 1,98M","RW 03, Tanjungsari, Sukomanunggal, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,3 Kamar Tidur,2 Kamar Mandi,,,,,Meliana-Chandrawati,7 Jan 2026,https://www.lamudi.co.id/properti/41032-73-956de0af4b17-a314-19b9796-8182-754e
Jual Apartemen Oakwood TURUN HARGA DISKON MENARIK,"Rp 4,30M","RW 01, Kuningan Timur, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Kondominium,2 Kamar Tidur,2 Kamar Mandi,78 m²,32,,,PT Balai Lelang Perdana,16 Agu 2024,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/jual-apartemen-oakwood-turun-harga-diskon-menarik-173209096188/
Dijual apartemen verde 3br furnish mewah,"Rp 5,50M","RW 08, Pasar Manggis, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,3 Kamar Tidur,3 Kamar Mandi,170 m²,20,,,Nine Property,19 Feb 2026,https://www.lamudi.co.id/properti/41032-73-738027d9929f-47d8-19c7446-9d12-7d5b
"Jual murah Apartemen, Tower Alpen, The Summit Kelapa Gading","Rp 3,50M","RW 22, Kelapa Gading Timur, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,3 Kamar Tidur,2 Kamar Mandi,150 m²,,,,Yuni Zhang - Gading Pro Kelapa Gading,29 Jan 2026,https://www.lamudi.co.id/properti/41032-73-d2c34b2466f-747e-19c0961-969f-7bca
Dijual Apartemen Samara Suites 3BR Brand New Fully Furnished,"Rp 3,50M","RW 01, Menteng Dalam, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,3 Kamar Tidur,2 Kamar Mandi,104 m²,26,,,Nine Property,20 Jan 2026,https://www.lamudi.co.id/properti/41032-73-1d762c7327e4-23b9-19bdaac-9d4d-74ee
"Dijual Apt The St. Regis Jakarta 355m² 3BR+1 Maid, Full Furnished 21M",Rp 21M,"RW 04, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,3 Kamar Tidur,3 Kamar Mandi,355 m²,,,,Rahmad - Raya Houses,18 Mei 2026,https://www.lamudi.co.id/properti/41032-73-936c4966fefa-3a18-19e3b1c-b409-7691
Dago Butik Apartemen Siap Huni Nyaman Lokasi Strategis Di Bandung,"Rp 2,70M","Mekar Rahayu, Kabupaten Bandung, Jawa Barat",Kabupaten Bandung,Jawa Barat,Apartemen,3 Kamar Tidur,2 Kamar Mandi,176 m²,0,,,Fonny - Child C21 Liberty Kopo,9 Apr 2026,https://www.lamudi.co.id/properti/41032-73-fe6d9a531a71-2b76-faa533a1-9c56-4ea0
Apartemen Metro Suites Siap Huni Lokasi Strategis Kota Bandung,Rp 250Jt,"Karamatmulya, Kabupaten Bandung, Jawa Barat",Kabupaten Bandung,Jawa Barat,Apartemen,1 kamar tidur,1 kamar mandi,36 m²,0,,,Fonny - Child C21 Liberty Kopo,9 Apr 2026,https://www.lamudi.co.id/properti/41032-73-82091866b96a-2b23-126d53b7-8cf8-4bfa
For Sell Apartment Sudirman Residence Penthouse 3 BR 350 Sqm,Rp 12M,"RW 04, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,3 Kamar Tidur,3 Kamar Mandi,350 m²,2,,,gabriel firmansyah,22 Des 2025,https://www.lamudi.co.id/properti/41032-73-2562d1397838-c25d-19b4663-8f19-759c
For Sell Apartment Sudirman Residence Penthouse 3 BR 350 Sqm,Rp 13M,"RW 04, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,3 Kamar Tidur,3 Kamar Mandi,350 m²,2,,,gabriel firmansyah,22 Des 2025,https://www.lamudi.co.id/properti/41032-73-728f81241ca7-65d6-19b465b-af6a-758e
Hunian 1BR Trivium untuk Dijual – Eksklusif & Siap Huni,Rp 650Jt,"Sukaresmi, Kab Bekasi, Jawa Barat",Kab Bekasi,Jawa Barat,Apartemen,1 kamar tidur,1 kamar mandi,38 m²,1,,PPJB,Regatta Property,7 Mei 2026,https://www.lamudi.co.id/properti/41032-73-7500987b4967-d3f4-19e0522-9f5c-7245
Hunian 1BR Trivium untuk Dijual – Eksklusif & Siap Huni,Rp 650Jt,"Bekasi International Industrial Estate, Sukaresmi, Kab Bekasi, Jawa Barat",Kab Bekasi,Jawa Barat,Apartemen,1 kamar tidur,1 kamar mandi,38 m²,1,,PPJB,Regatta Property,6 Mei 2026,https://www.lamudi.co.id/properti/41032-73-1c838badc36c-2bd8-19dfe22-91ec-71d1
Jual Murah Apartemen 1BR Lokasi Strategis Rasuna Said Kuningan,Rp 690Jt,"RW 03, Pasar Manggis, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,1 kamar tidur,1 kamar mandi,40 m²,37,,HGB,Nine Property,22 Apr 2026,https://www.lamudi.co.id/properti/41032-73-3cbe99b390b9-7723-19db558-b379-77e8
"Apartemen U Residence, @ Supermall - Lippo Karawaci",Rp 450Jt,"Bojong Jaya, Karawaci, Tangerang, Banten",Tangerang,Banten,Apartemen,1 kamar tidur,1 kamar mandi,36 m²,3,,,Rudy LJH Realty Gading Serpong,20 Agu 2025,https://www.lamudi.co.id/jual/banten/tangerang/apartemen-u-residence-supermall-lippo-karawaci-175565874657/
Kempinski Private Residence Modern Luxury Apartment Full Furnished,"Rp 4,65M","RW 05, Menteng, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,2 Kamar Mandi,126 m²,18,,,Oris Serena Property,27 Feb 2026,https://www.lamudi.co.id/properti/41032-73-536080eefa2a-a960-19c9d0c-a291-7705
Rare Unit 2Br Private Lift di Pakubuwono View Simprug 156 Sqm Low Floor Garden View,Rp 5M,"RW 03, Pondok Pinang, Kebayoran Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,2 Kamar Mandi,156 m²,,,,Nine Property,20 Feb 2026,https://www.lamudi.co.id/properti/41032-73-3d304341f110-6b65-19c7a49-bfa8-7482
"Jual Cepat Trivium Terrace Full Furnished - High Return, Lokasi Strategis",Rp 500Jt,"Bekasi International Industrial Estate, Sukaresmi, Kab Bekasi, Jawa Barat",Kab Bekasi,Jawa Barat,Apartemen,2 Kamar Tidur,1 kamar mandi,56 m²,1,,PPJB,Regatta Property,18 Mar 2026,https://www.lamudi.co.id/properti/41032-73-6ab300618ae3-fa54-19cffaf-ac7e-74f7
"Jual Apartemen Cash Only, Yuk Miliki Tempat Tinggal Minimalis Lokasi Strategis Dan Bebas Banjir Di Sentra Timur",Rp 250Jt,"RW 06, Pulo Gebang, Cakung, Jakarta Timur, Daerah Khusus Ibukota Jakarta",Jakarta Timur,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,1 kamar mandi,36 m²,,,,Diana - Era Matrix,13 Feb 2026,https://www.lamudi.co.id/properti/41032-73-6ce1f9221c72-cfee-19c5631-beda-7334
District 8 Scbd Tower Eternity 1Br 70M² I Lokasi Paling Dicari Expat,"Rp 5,50M","RW 01, Senayan, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,1 kamar tidur,1 kamar mandi,70 m²,22,,,Nine Property,18 Des 2025,https://www.lamudi.co.id/properti/41032-73-253ea6d3d659-1e12-19b30b6-b2cf-708b
Best Price! Apartemen South Trivium 2BR Semi Furnished – 650 JT Nego Cepat,Rp 650Jt,"Sukaresmi, Kab Bekasi, Jawa Barat",Kab Bekasi,Jawa Barat,Apartemen,2 Kamar Tidur,1 kamar mandi,56 m²,1,,,Regatta Property,4 Apr 2026,https://www.lamudi.co.id/properti/41032-73-a3784bb42e92-a9ba-19d5796-aef7-77a8
Best Price! Apartemen South Trivium 2BR Semi Furnished – 650 JT Nego Cepat,Rp 650Jt,"Bekasi International Industrial Estate, Sukaresmi, Kab Bekasi, Jawa Barat",Kab Bekasi,Jawa Barat,Apartemen,2 Kamar Tidur,1 kamar mandi,56 m²,1,,PPJB,Regatta Property,4 Apr 2026,https://www.lamudi.co.id/properti/41032-73-df29f25103e9-a32c-19d5796-bbd5-76a8
Apartemen Murah Meriah 450 Juta - Kesempatan Langka!,Rp 450Jt,"Sukaresmi, Kab Bekasi, Jawa Barat",Kab Bekasi,Jawa Barat,Apartemen,1 kamar tidur,1 kamar mandi,38 m²,1,,PPJB,Regatta Property,23 Mar 2026,https://www.lamudi.co.id/properti/41032-73-b51e2f190d2-ebc-19d1b4f-b802-7272
"Jual Cepat Trivium Terrace Full Furnished – High Return, Lokasi Strategis",Rp 385Jt,"Sukaresmi, Kab Bekasi, Jawa Barat",Kab Bekasi,Jawa Barat,Apartemen,1 kamar tidur,1 kamar mandi,38 m²,1,,PPJB,Regatta Property,19 Mar 2026,https://www.lamudi.co.id/properti/41032-73-2ddc1e087d52-727e-19d046c-8f66-7693
"Dijual Cepat The Elements Harmony Tower 3Br Harga 5,9M Best Deal","Rp 5,90M","RW 10, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,3 Kamar Tidur,2 Kamar Mandi,139 m²,,,,Nine Property,27 Feb 2026,https://www.lamudi.co.id/properti/41032-73-bd0f7a3c6fde-1d7c-19c9dcd-8eac-7f7f
Apartemen Resort Style Pet Friendly 3BR di Jual Murah,"Rp 4,80M","RW 10, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,3 Kamar Tidur,3 Kamar Mandi,170 m²,,,SHM,Nine Property,22 Apr 2026,https://www.lamudi.co.id/properti/41032-73-af9d8cb24836-548a-19db552-9857-718b
"Jual Cepat Trivium Terrace Full Furnished – High Return, Lokasi Strategis",Rp 385Jt,"Bekasi International Industrial Estate, Sukaresmi, Kab Bekasi, Jawa Barat",Kab Bekasi,Jawa Barat,Apartemen,1 kamar tidur,1 kamar mandi,38 m²,1,,PPJB,Regatta Property,19 Mar 2026,https://www.lamudi.co.id/properti/41032-73-73a2aeaceb83-78e6-19d046c-ae4e-77e4
Dijual Apartment Eastcoast Residence Luas 48 Teras Besar,Rp 500Jt,"Pakuwon City, RW 08, Kalisari, Mulyorejo, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,2 Kamar Tidur,1 kamar mandi,48 m²,1,,Strata,Xavier Marks Pakuwon City,30 Mei 2026,https://www.lamudi.co.id/properti/41032-73-ffbdbfe49676-d6c2-19e79e4-84fd-7618
APARTEMEN 3 BR FULL FURNISH DI GADING RESORT KELAPA GADING JAKARTA UTARA,"Rp 2,20M","RW 19, Kelapa Gading Barat, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,4 Kamar Tidur,3 Kamar Mandi,103 m²,1,,Strata,Agus Oey - Gading Pro Kelapa Gading,"2 minggu, 3 hari yang lalu",https://www.lamudi.co.id/properti/41032-73-698a84f5737f-6cde-19ecab4-9c28-7071
Apartemen Element Kuningan 3Br Private Lift Free Biaya BPHTB,"Rp 6,60M","RW 10, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,3 Kamar Tidur,3 Kamar Mandi,186 m²,,,SHM,Nine Property,7 Apr 2026,https://www.lamudi.co.id/properti/41032-73-764808619379-bdfd-19d6744-9d28-737b
"Dijual Aparatemen bersebelahan dengan Prasmul, cocok untuk disewakan atau tinggal selama kuliah",Rp 535Jt,"BSD City, Pagedangan, Pagedangan, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1 kamar tidur,1 kamar mandi,238 m²,16,2018,Strata,Elsa - Gaspro,"1 minggu, 14 jam yang lalu",https://www.lamudi.co.id/properti/41032-73-d3efbd1ccda-6920-19efcc3-8df8-7784
For Sale La Vie All Suites Apartment 4 BR 358 Sqm,"Rp 14,50M","RW 04, Karet Kuningan, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,4 Kamar Tidur,,358 m²,,,,gabriel firmansyah,22 Feb 2026,https://www.lamudi.co.id/properti/41032-73-df7e8ad15cb8-9c09-19c38d4-a980-78aa
Jual Cepat Anandamaya Residences 2Br Premium Best Price In Sudirman Area,"Rp 7,90M","RW 05, Karet Tengsin, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,2 Kamar Mandi,150 m²,,,SHM,Nine Property,22 Apr 2026,https://www.lamudi.co.id/properti/41032-73-b414fd885659-885d-19d8d6e-8a4b-7746
